Day,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
21-Sep,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,12.1,-9999999,0,0,-9999999,0,0,0,0,0,0,-9999999,0,0,0,0,0,0,0,0,0,0
22-Sep,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,-9999999,0,0,-9999999,0,0,0,0,0,0,-9999999,0,0,0,0,0,0,0,0.8,0,0
23-Sep,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,-9999999,0,0,-9999999,0,0,0,0,0,0,-9999999,0,0,0,0,0.6,0,0,0.6,0,0
24-Sep,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,-9999999,0,0,-9999999,0,0,0,0,0,0,-9999999,0,0,0,0,0,59,0,0.6,0,0
25-Sep,0,0,0,0,0,6.8,0,0,0,0,0,0,-9999999,0,0,0,0,0,-9999999,0,0,-9999999,0,0,0,0,0,0,-9999999,0,0,0,0,0,0,0,0.2,1.2,0
26-Sep,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,-9999999,0,0,-9999999,0,0,0,0,0,0,-9999999,0,0,0,0,0,0,1.8,0,0,0
27-Sep,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,-9999999,0,0,-9999999,0,3.5,0,0,0,0,-9999999,0,0,0,0,0,0,0,0,0,0
28-Sep,0,2.5,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,2.1,0,0,-9999999,0,0,-9999999,0,0,0,0,0,0,-9999999,0,0,0,0,0,0,0,0,0,0
29-Sep,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,45.9,0,3.4,0,0,-9999999,0,3.2,-9999999,0,0,0,0,0,0,-9999999,21,0,0,0,0.2,3.6,2,0,0,0
30-Sep,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,-9999999,0,0,-9999999,0,0,0,0,0,0,-9999999,0,0,0,0,1,8.6,0,0,0,0
01-Oct,0,0,0,0,0,0,16.4,0,0,0,0,0,0,0,0,3.2,0,0,-9999999,0,0,-9999999,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,0
02-Oct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,0,0,-9999999,0,0,-9999999,0,0,1.6,0,0,0,0,0,0,0,30,0,0.6,0,0.8,0,0
03-Oct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,-9999999,0,0,0,0,5,0,0,0,0,0,3,0,4.6,0,2.2,0,0
04-Oct,0,0,4.6,0,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,-9999999,0,0,0,0,0,0,0,5.4,0,0,3,0.4,0,0,0,0.4,0.6
05-Oct,0,0,0,0,0,0,0,0,0,0,0,0,7.1,0,0,0,0,0,-9999999,0,0,-9999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
06-Oct,15.2,0,0,0,0,0,0,19.2,0,0,0,0,5.6,0,0,0,0,0,-9999999,0,27.7,-9999999,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1.4,19.4,0
07-Oct,0,0,0,0,1.2,0,27.3,22.3,0,0,0,0,4.3,0,0,0,0,0,-9999999,0,0,-9999999,0,0,0,0,0,0,0,0,8,0,0,0,1.4,1.4,0.4,0.8,0
08-Oct,0,0,0,0,0,0,26.4,7.3,0,0,0,0,8.9,0,0,0,0,0,-9999999,0,13.4,-9999999,0,0,0,0,0,0,0,0,6,8,0,0,0.2,1,0,0.2,0
09-Oct,3.1,0,0,0,0,0,0,0,18.4,0,0,0,0,0,0,0,0,0,-9999999,0,0,-9999999,0,0,0,16.8,0,0,0,0,0,6,0,0,0,0,0,0,1.4
10-Oct,0,0,0,0,0,43.1,0,0,3.5,0,0,0,0,0,0,0,0,0,-9999999,0,0,-9999999,0,0,0,9.7,0,0,0,0,80.6,0,3,0,0,0.6,0,0,0
11-Oct,0,0,0,0,0,45.6,4.6,0,0,0,0,0,14.1,0,1.4,0,0,0,-9999999,0,0,-9999999,0,0,0,0,0,0.2,0,0,0,20.6,0,0,1.6,90.2,0,0.4,0
12-Oct,0,60.7,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9,-9999999,0,0,-9999999,0,0,0,0,0,0,0,0,10,0,0,0,20.2,51.8,2,0,0
13-Oct,0,0,0,0,0,19.2,0,0,0,0,0,0,0,0,0,0,0,8.7,-9999999,0,37.8,-9999999,0,0,0,0,0,0,0,0,0,0,0,0,3,8.2,0,0,8
14-Oct,8.7,0,0,0,0,32.8,0,0,0,0,0,0,0,0,15,0,0,0,-9999999,0,12.8,-9999999,0,0,0,0,0,9.8,0,5.2,10.1,10.2,7,0.4,47.6,40.6,0,0,0.6
15-Oct,0,0,0,0,0,31.4,0,0,0,0,0,0,0,0,32,0,0,5.4,-9999999,0,13.4,-9999999,0,0,0,0,0,0.4,0,23.3,0,0,12,0.6,33.2,18.8,0,0,0.4
16-Oct,0,0,0,0,0,30.9,0,4.9,0,0,0,0,0,0,33,0,0,0,-9999999,0,0,-9999999,0,0,0,11.1,0,0,0,0.5,8,8,0,0,1.6,0.8,0,0,20
17-Oct,0,0,0,0,0,33.2,0,0,4.7,0,0,0,0,15.7,0,0,0,20.8,-9999999,0,0,-9999999,0,0,0,0,0,10.4,0,0,0,0,20,0.2,0,0,0,0.8,30.2
18-Oct,0,0,0,0,0,34.8,0,0,0,0,0,0,0,0,16,0,4.6,24.8,-9999999,0,31.5,-9999999,0,0,0,0,0,0.5,10.8,0,0,0,4,0.4,0,0,0,0,24.4
19-Oct,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7,8,0,0,23.3,-9999999,0,19.6,-9999999,0,0,0,0,0,40,0.5,22.3,0,0,30,0,13,0.4,0,0,42.4
20-Oct,0,40.6,0,0,2.1,21.7,0,13.4,0,3.1,0,0,0,0,0,0,0,8.9,-9999999,0,15.6,-9999999,0,0,0,0,0,1.8,0,0,0,0,39,0,13.9,0,0,2.2,0
21-Oct,0,40.9,27.3,0,0,17.8,0,58.7,0,0,0,0,0,41.5,0,5.4,0,18.1,-9999999,0,14.4,-9999999,0,0,0,0,0,2.1,0,0,0,0,0,0,3.3,25.2,0,46.2,0
22-Oct,0,0,15.6,0,0,0,8.7,8.6,32.3,0,0,0,0,18.3,0,0,0,9.4,-9999999,0,0,-9999999,0,0,0,14.6,0,8,0,28,0,0,0,0,2.8,0,2.8,0.2,4.6
23-Oct,0,0,0,0,0,0,0,7.4,16.6,10.9,0,23.4,0,0,0,0,0,10.2,-9999999,0,3.9,-9999999,0,0,0,9.3,40.6,20.1,2.7,22.2,0,0,0,1,12.8,0,0.2,0.6,54.4
24-Oct,0,45.7,12.1,0,16.3,0,0,6.3,3.4,5.4,0,22.7,31.8,0,0,0,3.7,7.6,-9999999,0,0,-9999999,0,0,0,0,60,50.9,21.7,0,0,0,0,28,0,1,0,5.2,2
25-Oct,0,47.7,0,0,27.5,0,0,5.3,0,0,0,20.9,40,17.8,0,0,0,13.9,-9999999,0,0,-9999999,0,0,0,0,11,5.2,6.5,0,40.5,20.5,0,45.6,8.2,7.4,0,0,0
26-Oct,0,0,0,16.2,9.4,0,19.4,4.1,0,0,0,0,0,23.3,0,41,0,6.5,-9999999,0,0,-9999999,0,0,0,8.4,0,10.6,0,0,78.5,78.5,0,2.2,2,0,0,0,0
27-Oct,0,0,0,0,30.1,10.7,0,0,0,0,0,36.8,47.3,6.3,0,18.5,0,18.2,-9999999,0,0,-9999999,3.2,0,0,0,15.5,0,0,10.1,0,0,0,0,5.8,0,1,0,0
28-Oct,0,0,0,86.8,0,10.4,0,0,2.8,0,0,0,0,5.2,0,13.3,0,0,-9999999,0,0,-9999999,0,4.6,0,0,13.2,0,0,0,0,0,0,0,14.8,6.4,0,0,0
29-Oct,3.1,35.5,0,0,0,10.2,46.5,0,0,0,0,0,0,0,0,0,15.8,0,-9999999,0,21.5,-9999999,0,0,0,29.2,0,9,0,0,0,0,0,0,54.8,0,0,4.8,5
30-Oct,0,19.9,0,0,0,0,10.3,13.6,6,0,0,0,11.1,0,15,19.3,15.9,2.7,-9999999,0,8.4,-9999999,0,0,0,0,14.2,0,0,50,9,9,0,0,-9999999,0,5.6,29.8,25.6
31-Oct,0,0,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,6.7,-9999999,0,9.9,-9999999,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.2,0
01-Nov,32.4,0,0,10.1,0,34.8,11,27.2,0,0,0,0,0,28.6,0,1.6,0,0,0,19,40.7,-9999999,0,0,14.7,29.4,25,0,0,0,0,0,6,12.8,0,0,0,4.6,15
02-Nov,25.4,6.4,21.4,10.4,0,0,19.2,0,0,0,0,0,0,28.9,5,9.1,0,18.4,0,8.7,9.7,-9999999,13.6,35.6,12.7,0,15,0,0,0,0,0,16,6.4,0,12.8,2,3.2,5.2
03-Nov,0,6.7,11.4,34.2,0,0,0,0,4.8,2.1,0,47.2,0,29.2,0,19.7,0,18.7,0,19.3,27.4,-9999999,0,0,0,7.1,14.4,5.6,0,0,0,0,0,0.2,21,29.4,6.8,52,0.2
04-Nov,0,7.6,9.7,36.8,0,0,0,3.4,0,1.5,20.4,35.7,0,43.7,2,5.3,0,62.7,12.3,5.4,27.5,-9999999,0,8.2,20.5,16.2,0,0,5,5.4,0,0,10,0.6,0,22.9,12,16.4,0
05-Nov,37.6,0,63.2,11.5,0,0,0,0,8.6,20.9,0,36.8,0,0,1,6.4,0,32.8,0,5.6,32,-9999999,3.2,0,13.8,4.7,7,8.2,12,17,0,0,0,2,0,42.7,26.2,0.2,44.6
06-Nov,35.5,0,0,15.4,0,0,0,6.2,6.9,1.2,3.2,0,0,9.1,0,10.2,0,20,0,0,27.7,-9999999,0,28.8,0,86.4,0,30,0.5,13.7,0,0,20,10.4,0,53,28.7,24.5,12.4
07-Nov,20.2,0,0,26.7,0,0,0,22.6,9.5,3.6,0,9.3,25.4,10.2,33.3,0,0,3.2,0,5.2,7.5,-9999999,0,0,0,14.4,0,0,0,17,1.4,0,32,0,0,0,56.1,2.5,0.2
08-Nov,0,0,0,1.3,13.8,2.5,0,9.2,16.9,0,7.7,0,14.1,9.6,14,0,0,13.6,0,0,0,-9999999,5.1,0,0,0,0,4,0,0,0,0,0,0,34.4,0,1.4,0,0
09-Nov,24.2,0,62.4,7.2,0,0,0,4.1,0,0,18.1,0,0,0,11,0,0,23.4,0,0,0,-9999999,15.9,0,0,0,0,0,7.2,0,0,0,0,28.8,23,8.4,6.4,2,6.6
10-Nov,33.5,0,28.7,0,0,0,0,7.8,0,0,0,13,16.2,0,0,0,50,24.3,12.6,0,4.8,-9999999,22.6,0,16.4,0,0,0,18.3,0,0,0,0,30.2,0,0.2,0,47.8,51.2
11-Nov,19.2,0,4.5,59.7,4.7,0,0,0,14.2,14.4,0,10.7,0,6.1,6.1,0,0,9.4,0,6.6,0,-9999999,5.1,3.1,5.6,3.3,2,0,0,0,0,0,0,2.6,0,7.4,26.2,8.2,71.2
12-Nov,0,0,28.6,6.4,19.5,5.4,0,10.2,0,0,6.3,0,16.3,6.4,0,0,0,0,9.1,26.6,0,-9999999,111,6,9,0,0,36.2,11.5,27.8,15.5,15.5,0,7.6,8.8,0,0.6,0,13
13-Nov,29.9,0,7.4,0,0,0,4.2,10.2,0,55.3,0,0,0,36.9,0,9.3,0,47.8,37.1,0,25.8,-9999999,30.1,0,7.7,0,10.5,5.8,0,0,0,0,0,0,14.6,0,0,0,0
14-Nov,16.2,4.6,0,10.7,8.1,3.6,0,9.3,0,3.4,19.1,0,0,6,0,12.9,0,12.8,18.4,0,8.3,-9999999,13.2,0,28.7,0,14,8.2,0,12.6,0,0,0,0,0,0,0,21.8,11.6
15-Nov,0,0,0,4.2,9.5,4.3,0,0,0,42.5,0,19.4,0,17.3,0,0,0,12.6,0,0,0,-9999999,3.6,0,0,0,0,7.5,0,20.8,4.8,48,0,0,0.2,0,0,7.4,4.6
16-Nov,4.3,10.3,0,0,0,6.7,0,0,14.4,0,0,8.4,7.5,0,14,7.2,36.4,24.4,0,0,0,-9999999,0,4,0,11.8,0,20,0,19.5,0,0,0,2.8,4.8,0,0,7.4,0
17-Nov,0,14.3,0,0,17.2,5.9,0,0,14.9,22.9,8.8,0,0,0,12.3,0,0,0,0,0,3.6,-9999999,55.8,0,0,0,0,50.1,6.7,70,0,0,0,0.6,9.2,11.6,0.2,13,
18-Nov,23.6,14.6,0,0,4.5,3.1,0,0,0,0,0,105.5,7.5,22.8,0,0,0,0,0,5.5,7,-9999999,5.3,0,0,0,20.2,0,0,45,0.2,2,0,0.4,0,0,0,0,
19-Nov,11,4.4,0,0,0,0,0,0,0,0,0,0,17.5,4.7,4,0,0,0,0,5,0,-9999999,4.5,0,0,3.5,0,0,0,100,0.4,3,0,0,0,0,0,0.6,
20-Nov,26.6,15.6,0,33.2,5.4,0,0,0,0,24.5,0,0,17.6,0,1,0,36.3,57.3,18.7,4.6,2.1,-9999999,11.5,10,0,0,13,0,0,0,0.3,0,0,0,17.8,0,0,1.2,
21-Nov,0,14.8,0,33.1,0,0,0,0,21.7,25.7,8.6,36.6,0,0,0,0,3.5,0,20.6,17.9,0,-9999999,10.1,27.2,0,0,29.5,82.2,11.7,4,0,0,0,0,4.6,0,0,3.2,
22-Nov,0,0,0,10.3,0,0,0,0,0,0,0,0,0,0,31.4,0,0,0,0,5.6,0,-9999999,0,0,5.6,0,19.2,1.2,0,24,0,0,0,0,3.6,0,0,0,
23-Nov,87.3,0,0,32.2,0,0,0,0,0,9.4,0,0,54.2,0,2.3,0,0,0,0,0,0,-9999999,31.3,19.2,0,0,0,22,15.8,0,0,0,0,0.8,0,0,0.4,0,
24-Nov,7.2,18.4,0,0,0,27.4,0,0,0,10.2,0,0,6.4,0,9,0,0,0,0,12.4,12.1,-9999999,0,7.6,0,0,0,10.2,1.1,0,0,0,0,0,6.4,0,0,0,
25-Nov,0,0,0,0,8.9,0,0,7.8,0,9.7,0,0,5.6,0,2.2,0,0,0,0,10.3,12.3,-9999999,12,7.1,15,0,0,15.4,0,0,0,0,0,8.4,10,0,0.2,0,
26-Nov,0,0,0,4.3,0,3.4,3.5,3.1,0,0,17.9,0,3.2,0,10.3,0,35.1,9,0,0,19.4,-9999999,0,0,0,0,4.8,0,3,8,0,0,0,6,19.6,6.4,0,0,
27-Nov,14.5,0,0,0,0,0,0,16,0,0,15.6,0,13,0,0,0,37.4,14,0,7.1,86.6,-9999999,16.3,0,6.5,0,0,0,0,0,0,0,0,0.2,0.4,0,15.2,0,
28-Nov,5.6,0,0,0,0,9.7,0,0,0,20.2,13.8,0,0,0,0,6,51.5,0,0,15.4,10.3,-9999999,16.4,0,4.6,0,8,0,0,5.8,0,0,0,0,12.2,44.2,0,0,
29-Nov,0,3.6,0,0,0,6.2,0,5.4,16.4,19.4,8.6,0,6,0,1,6.7,0,0,0,0,10.4,-9999999,36.3,0,0,0,0,15.2,0,35.3,0,0,0,0,0,3,0,0.2,
30-Nov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,0,0,38.4,-9999999,0,0,63.5,8.7,0,0,0,38.7,0.4,0,0,0,0.2,4,41.4,0,
01-Dec,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0,0,0,0,0,0,0,0,-9999999,5.7,0,0,0,7,0,0,3.5,-9999999,4,-9999999,0,0.6,0,1,36.2,
02-Dec,0,10.2,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,17.1,0,2.6,0,12.6,-9999999,0,0,0,0,5.5,0,7.7,0,-9999999,0,-9999999,0,42.4,35,2.8,5.8,
03-Dec,0,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,18.3,0,0,20.5,0,0,0,0,-9999999,0,-9999999,0,4.8,41.2,0,0.2,
04-Dec,0,10.5,0,0,0,0,20.5,0,0,0,11.8,0,0,0,1,6.4,6,19.1,0,0,6,-9999999,8.8,0,0,0,8.8,0,0,0,-9999999,0,-9999999,0,1.4,2.6,0.2,3.6,
05-Dec,0,0,0,0,19.2,14.4,4.8,0,0,0,0,0,0,0,7.1,6.8,8.2,20.7,0,0,17.2,-9999999,3.7,0,0,0,0,0,0,0,-9999999,0,-9999999,0,0.2,0,1.6,0,
06-Dec,0,0,0,0,0,12.3,16.1,0,0,0,0,0,0,0,0,12.2,10.1,8.3,0,0,0,-9999999,0,0,0,0,0,18.7,0,0,-9999999,0,-9999999,0,0,0,0,0,
07-Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5,0,6,10.6,2.1,0,0,0,-9999999,14.3,0,0,0,0,17.3,0,0,-9999999,0,-9999999,0,0,3.4,0,0,
08-Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.4,0,0,0,0,0,0,-9999999,0,0,0,21.2,7.4,0,0,0,-9999999,0,-9999999,0,6,1,0,0.6,
09-Dec,13.2,13.4,0,0,0,3.1,0,0,0,17.8,0,0,0,0,0,0,0,0,2.4,0,0.7,-9999999,0,0,0,0,16,0,0,0,-9999999,0,-9999999,0,0,0,0,3.6,
10-Dec,0,0,0,0,0,0,0,9.7,0,1.5,0,0,0,0,2.2,31.6,0,0,0,0,0,-9999999,0,0,0,34.3,1,0,0,0,-9999999,0,-9999999,0,0,0,0.4,2.6,
11-Dec,0,8.5,0,0,0,0,0,20.1,0,0,0,35.4,0,30.1,1.1,12.6,0,0,0,0,0,-9999999,0,0,3.1,0,0,0,0,0,-9999999,0,-9999999,0,0,0,9.6,0,
12-Dec,13.3,0,0,0,0,0,0,0,9.8,0,0,34.7,4.1,9.2,0,13.3,0,0,0,0,0,-9999999,0,0,15.2,0,0,0,0,15.8,-9999999,0,-9999999,11.6,0,0,42.4,0,
13-Dec,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,0,0,0,0,0,-9999999,0,0,0,0,0,0,0,0,-9999999,0,-9999999,0,0,0,26.6,0,
14-Dec,10.5,0,0,0,0,0,0,0,3.2,0,0,0,0,11.8,0,0,0,0,0,0,0,-9999999,0,0,6.3,10.4,0,0,0,0,-9999999,0,-9999999,0,0,0.4,0,0,
15-Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7,0,0,-9999999,0,0,0,6.6,0,0,0,21,-9999999,0,-9999999,0,0,4.4,1,0,
16-Dec,0,0,0,0,0,0,0,0,0,0,0,18.8,0,0,0,20,0,0,32.2,0,0,-9999999,0,20.6,0,0,0,0,0,0,-9999999,0,-9999999,0,0,0,0,0,
17-Dec,5.4,3.1,16.3,0,0,0,0,0,0,0,0,21.6,0,0,0,14.2,0,0,40,0,0,-9999999,0,3.1,0,1.8,0,0,0,0,-9999999,0,-9999999,0,0,0,0,0,
18-Dec,0,8.9,15.4,0,0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,-9999999,7.6,0,0,0,0,0,0,20,-9999999,0,-9999999,0,3.4,16.8,0,0,
19-Dec,12.4,0,15.5,0,0,0,0,0,0,0,0,20.3,0,0,0,0,0,0,0,0,0,-9999999,5.8,0,0,0,0,0,0,0,-9999999,0,-9999999,0,0,34.6,0,0,
20-Dec,11.8,0,0,0,3.2,0,0,0,0,0,0,22.7,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,20,0,0,0,0,-9999999,0,-9999999,0,0,0,0,0,
21-Dec,0,0,0,0,0,0,0,0,0,0,0,26.4,0,0,0,0,0,0,0,0,0,-9999999,3.8,2.1,0,50.2,0,0,0,0,-9999999,0,-9999999,0,0,0,0,0,
22-Dec,0,0,0,0,6.3,0,0,0,0,0,0,20.1,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,0,0,0,-9999999,0,-9999999,0,0,0,0,0,
23-Dec,0,0,0,0,0,0,0,0,0,0,0,20.3,5.3,0,0,0,0,0,0,0,19.2,-9999999,0,0,0,0,0,0,0,37,-9999999,0,-9999999,0,0,4.6,0,0.2,
24-Dec,0,0,10.6,0,0,0,0,0,0,0,0,20.5,7.4,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,0,0,28,-9999999,0,-9999999,0,0,0.2,0,0.8,
25-Dec,0,0,6.9,0,0,0,5.7,0,0,0,0,20.7,0,0,0,0,0,0,0,0,11.2,-9999999,0,0,0,0,0,0,0,0,-9999999,0,-9999999,0,0,0,0,20.6,
26-Dec,0,0,0,0,0,0,0,0,0,0,0,20.6,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,6.5,0,0,0,40,-9999999,9,-9999999,0,0,0.4,0,0,
27-Dec,0,0,0,0,0,0,24.4,0,0,0,0,0,17.5,0,0,0,0,0,0,0,9.7,-9999999,51.9,0,0,0,0,0,0,0,-9999999,5.6,-9999999,2.8,0.2,10.5,0,0,
28-Dec,0,0,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,0,0,10,-9999999,13.5,-9999999,4.6,4.6,2.9,0,0,
29-Dec,0,0,0,0,4.6,0,0,0,0,0,0,0,7.6,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,0,0,20,-9999999,11,-9999999,2.2,0,3.4,0,0,
30-Dec,0,0,0,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,0,0,0,-9999999,6.3,-9999999,0,0,0,0,0,
31-Dec,0,0,0,0,0,0,0,0,16.4,0,0,0,0,0,0,19.5,0,0,28.5,0,7.2,-9999999,46.3,0,0,0,0,0,2.6,34,-9999999,3.5,-9999999,0,0,0,0,0,
